,company,title,source,time,url,label_x,score_x,label_y,score_y,label_z,score_z,zero_shot_label,zero_shot_score,Date,ticker,environmentScore,socialScore,governanceScore,Open,High,Low,Close,Adj Close,Volume
67,Tesla,"Scoop: Inside Tesla's decision to build a $25,000 ""global car""",Axios,"Sep 8, 2023",https://news.google.com/read/CBMifkFVX3lxTE1naGpvdk9rM1R3TV90U0x5Y3RYdEpQMGt5T0xyakthcER6Qng3RC10LU93RWgzYnB1Y3ZIVlF5UTFiemN2QkdXbElxVkxiQm5UUzdKOFZBaWp4VFgxWjlkSEt5bThWRlFFbERjTGlNSng3TEs5akZmX05XeENpZw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9202679991722108,neutral,0.999811589717865,Neutral,0.9751539826393129,environment,0.4394750595092773,2023-09-08,TSLA,3.31,14.08,7.85,251.220001,256.519989,246.669998,248.5,248.5,118367700.0
68,Tesla,Tesla's plan for affordable cars takes page from Detroit rivals,Reuters,Apr 25,https://news.google.com/read/CBMiuwFBVV95cUxNb1pZS0hURFpGdkhaa1lONEl0ejQzWWNpQXg1RUtCMkstMzdJdFdxTlFaNVBlajg1R25PcGlObWNzNVlHR09XWGUxNndTUml4N0NOeW01RU9TanJYQ2ZmcktyMTVOMFFkb2kyMi04SjYxVlNpQUtTVFo3a3BCT2FhdHlKQU1yZFpSNVpzZ1ptczlRYjBQMWQ3Mm1SdFFWR1NxZGhfV0NQbDhkSV9ZUWJ4V08yVkJ3TFhzVS1B?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9766820669174194,neutral,0.999824583530426,Neutral,0.8672739267349243,social,0.3058418333530426,2024-04-25,TSLA,3.31,14.08,7.85,158.960007,170.880005,158.360001,170.179993,170.179993,126427500.0
69,Tesla,"Exclusive: Tesla doing damage-control, discounts for European fleet buyers",Reuters,May 20,https://news.google.com/read/CBMiwgFBVV95cUxPVzZBU1ZXeXFJdXQ1Y3dkdElFS0E3aWhfVFBiX3QzQ2RfWno4QXBPMzhzcHNWbW1zamdYUDdFQm5TMmoyUGRmM0xmOHBmcUMtUUNUSXZMTE5zbkI2dWFDTUhGa0NuUDcxVDk2aEpuTzJINUhHYTVPMmxvNE55WUJidUN5c0FuOXZHRGtWQzYxVjlVV1Z3VTFQVzFWbTRYdW5pTUxtaklQakdnbl9KX2ZtNHpRQUhKWHhmcF8xNGhHLWxhdw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.5136681795120239,neutral,0.9994427561759948,Neutral,0.77545166015625,social,0.4416605234146118,2024-05-20,TSLA,3.31,14.08,7.85,177.559998,177.75,173.520004,174.949997,174.949997,61727400.0
70,Tesla,Tesla laying off more than 10% of staff globally as sales fall,Reuters,Apr 15,https://news.google.com/read/CBMiuwFBVV95cUxOck5McVVRNUVNam1LVDZlTzBqTGRPRjd1eldjZDA0YURGaWNMb0swQnVGSUFJcC03QTFjc0FhWFlBT2NSVnhmTFdKV3I0Ti1SdDhLWWFZYXd4OVoxTkNRY2VmdGNuckw3MGRRTGVQQjNaQ0dmd2dFaEZZUUJuWnpSTWhJRFF6R2FfalhwaXdRTDlOWkZSMkFjaDJnMHBkQ2ZINl9iY1JZTkNlSE53Y1FJZ184bDF4Yk1MMTJZ?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9975056052207948,negative,0.996000111103058,Negative,0.9180687665939332,social,0.5106425285339355,2024-04-15,TSLA,3.31,14.08,7.85,170.240005,170.690002,161.380005,161.479996,161.479996,100245300.0
71,Tesla,Exclusive: Tesla plans to build new electric vehicles in mid-2025,Reuters,Jan 24,https://news.google.com/read/CBMivwFBVV95cUxNRXMyY1NsU0Z6dzRRLVVWS2gwYWVhVmFscmx3ODh6YWh2aXhTbHUtdUgxQW5tMEp6NlNmNjVvc0xCT3U5NjhGQXlSclpSekFjdzQzTjJpWTRyTFNXNm5NWVBHVzdpMkpUeDJTUEpJSWRFMUxmQW5XRDd0WkRsMm8yS25LOWZiXzREZkZRSjJ4ZFhsczBZcG1LNmRYMnVlcUtwekpKYlUtdGI0TnJyQ0xiZlctX0RYTjlLV2Y3Qi1mOA?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9890956282615662,neutral,0.9998553991317748,Neutral,0.9137797951698304,environment,0.361811101436615,2024-01-24,TSLA,3.31,14.08,7.85,211.880005,212.729996,206.770004,207.830002,207.830002,123369900.0
72,Tesla,Tesla's self-driving bid for China faces rivals racing ahead,Reuters,Apr 30,https://news.google.com/read/CBMivgFBVV95cUxNUnY2VGphOG5hLUFVTmxEZ1RPZ19hYUtLbWxlSW9SejdTUFZsN2dnRkltcFJBOVpyRmwzVnBUYlR1TUxCdTJqVlF3WFlWRnpQLTEzX19YdGVqbHMydWdfOFhfX2F0RkF4bnNneG1hOXY4aHR3RkxNTnZQVkJhbTl1VUJoMnBuZWlkeGxQNEo1VUJkX3BQc2tGR3FMM2RDRkJUdlYzOXR4WWpSaFF5V3o3UjhXVm51ajVJNjFlNmV3?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9534812569618224,neutral,0.9892407059669496,Neutral,0.941364288330078,social,0.4057617485523224,2024-04-30,TSLA,3.31,14.08,7.85,186.979996,190.949997,182.839996,183.279999,183.279999,127031800.0
73,Tesla,US seeks answers from Tesla in Autopilot recall probe,Reuters,May 7,https://news.google.com/read/CBMisAFBVV95cUxNTFhuTzlranJGTjRzaXZGZUJMb0g2TG03dWxnUTdRTkRpem5EZnhJaFQtMGpWUDJETFhIeUt4LS1yU3FOeXdVNHVyLUZCdHRDYnFvblBGTXNaY0NrY1RGUnBDMU1FMUZZVUpOakhlTXcyenZ6WUY2Mm1fV0VUZlZUVkM2YlBqcFN2TkNNZl9mY0J1bGY4V0x0UTdLWDUxa0NZNXdPbHNUQ3ZEelhNUEx2dg?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9872286319732666,neutral,0.999677300453186,Neutral,0.9545779824256896,government,0.6479190587997437,2024-05-07,TSLA,3.31,14.08,7.85,182.399994,183.259995,177.399994,177.809998,177.809998,75045900.0
74,Tesla,Exclusive: Tesla retreats from next-generation ‘gigacasting’ manufacturing process,Reuters,May 1,https://news.google.com/read/CBMiygFBVV95cUxPVERGRGpKa2pNLXdrQmVGMEVxd1h4RVQtMnpyZVQ2Z0lDMU9HVTF3amFwV2gtOXVERkRjR2dRYnd6WGttcmV5emZfblJiazV6dWZEVHRTOUo1M2J2ZTZoT1RKN2YyUTJuQURQd2hfRXpQR1Yya01mVFA3QW9DMHRjNVNOSmUwbW96Y19Qd2M4QmRaaEZ1RDJBMkM4OXRfcXNVR2Z4alBWdHRqdTQyNDUwUnEwVk9WQjlCcUFlWVgxWUVJVDNSanY3X2Z3?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9976237416267396,negative,0.8323802351951599,Neutral,0.5764129161834717,environment,0.3708021938800812,2024-05-01,TSLA,3.31,14.08,7.85,182.0,185.860001,179.009995,179.990005,179.990005,92829700.0
75,Tesla,US Justice Department issues subpoenas to Tesla in ongoing probes,Reuters,"Oct 23, 2023",https://news.google.com/read/CBMizwFBVV95cUxPb3ZxSm5jSHU2ZjBabkVNTmNjWmhzSGNoMkw2T0lOV01SMkVxdFFnaHp6Y3hONnNIYXFSbm8tblVjd09uYXpFeEg1N1VKbFJudWxmSWJLWWxtRWl0UFk1YlJLRFp2ZmFnUDliVkVrSXFPS0F5OW5rNkhNMW9wMVNReTZsY0pvbEc5cjZKbzcxZ0o2Ql9Sb2tGdG1CdG9Hd291MWpnZi1iaXVNUVlYOEpseGZhZ09MMTB3VGRCa0RHbXp3Q3lkS0RuSTJpMTJOQ2c?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9693612456321716,neutral,0.9998167157173156,Neutral,0.9780722856521606,government,0.9230642914772034,2023-10-23,TSLA,3.31,14.08,7.85,210.0,216.979996,202.509995,212.080002,212.080002,150683400.0
76,Tesla,"Exclusive: In Tesla Autopilot probe, US prosecutors focus on securities, wire fraud",Reuters,May 8,https://news.google.com/read/CBMiygFBVV95cUxPRl82ZzVjX2ZhSHkyT1pRMXRaSU1LV3lTOEVvTmRlYVE5NWV4VkhsOEJqWElEUkRTdDV0anhlM04tb2pwVVBRbm9idGNwYnJzVHF6RjFCcEdOTmhwM3RfcTlUSVhRWGRYOUpJQjlEQUZ3dVpsSGJYUDlMVWFlVHFWY1NPNWZ5eHlsWWxKT2VnbUxiVXN2SlRuMlY1YTB3TUpINlVSNXVGdHUwcUZ4b09Fc2Y0Y3dlelpPODlyelZfMzk5RGJFYm5CQnVR?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.8718987703323364,neutral,0.9998443126678468,Neutral,0.7114871144294739,government,0.6759942173957825,2024-05-08,TSLA,3.31,14.08,7.85,171.589996,176.059998,170.149994,174.720001,174.720001,79969500.0
77,Tesla,Tesla wins first US Autopilot trial involving fatal crash,Reuters,"Oct 31, 2023",https://news.google.com/read/CBMitAFBVV95cUxNazY1RDNmbnZ5VUwwT2R4WWNaM0JWYXVra3BCSXJ3UlVNMTB5OUNZbV94ZnpxMlEtZlcwSGZRWDVfVkQ3emtRUkV1QkpPVXNCbDJoZWR4czM2TVNWay05UjA4YnZXUFNEOUJtclhfR1hnT0hReHpSa0hxUjN0c3ZkU1JOQnl3UmlueF9lOFoxSEc3MV84bE5DMmt4SGlteVJ5S0I3YWIzWVFnZEljb1FIeVdVSzQ?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9909840822219848,positive,0.992935597896576,Neutral,0.5519005060195923,government,0.5741403102874756,2023-10-31,TSLA,3.31,14.08,7.85,196.119995,202.800003,194.070007,200.839996,200.839996,118068300.0
79,Tesla,Tesla deliveries set to fall for second straight quarter,Reuters,Jul 1,https://news.google.com/read/CBMitgFBVV95cUxQSzUzNU5NRWV2NFljWFRSUDZGbXNnbFlzTEtOdklUS2t6Y2czOFVtX0d1MHExQlBDTDdwMVM4SGl4Y3FQblBCT1h4dEFjUm5qemNHclV0ckh3VFBRbDdfcVNGcTlPWk9KU2VSLW5KTTQ1ZXB5MUstekNKRVF5QnQzc19vMXlLQ0tGekJ5LTVramg3SnUwVVNjVF9IRFhOU3VZdGtHbE5IR2NCZm9kcTBIdjhhTkplUQ?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.989565134048462,negative,0.9985376596450806,Negative,0.9183574914932252,environment,0.35051229596138,2024-07-01,TSLA,3.31,14.08,7.85,201.020004,213.229996,200.850006,209.860001,209.860001,135691400.0
80,Tesla,Would-be Tesla buyers snub company as Musk's reputation dips,Reuters,Apr 1,https://news.google.com/read/CBMivwFBVV95cUxPZ0xXdUtGSUdlcWVCWGR2blFaR2R4YVJUaVM4LWJoX3p5cEJDVWhaaUZXTmVnNlAwMXg1ZDZjR0R2TDR1VWxDbnpOdkNZWG1sZ0t6ZWlTbUZSMGo4MWp1X1M4NUZmVnpjWWdmTkJjMXMzZkJGb0UzR3JYYzVXQ3M0N3N2Mm5lSXRtWUk3MEZRYWpHNUlfS1hLcGVxVVJKcS03YUs5RWVGTk9iZ3BpaGJmT2VjTEJxYnBBdlotOGlHTQ?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9995916485786438,negative,0.9983357787132264,Negative,0.7810357809066772,social,0.6581190228462219,2024-04-01,TSLA,3.31,14.08,7.85,176.169998,176.75,170.210007,175.220001,175.220001,81562100.0
81,Tesla,It’s True — My Tesla Model 3 Has Not Appreciated In Value,CleanTechnica,Mar 6,https://news.google.com/read/CBMilwFBVV95cUxOSFRGMlZJVVllaHkweUt4bUxwQlZ0N2J2UVlMMGV2ZjVXTG9vdWdfMm81TW9lLVQ1MVZ5Q3dadXNUeUZKTklZRUVQaTFPSTl4TXRtZUY1UDExV2tMZ3p6RU5hN19zSXVMZWItZWZkUlhTY1AwMXl1aVpIQlVoeV9xT3B1c2hJOElUbG1BbjZlVFRCZEhoZGc00gGcAUFVX3lxTE1kTnlwREthSU9fdDZDN2sxMjYyQ1pTQjJfSnVKdTc0N25wOXUtbU5pSGJHeHFyRlBsdjJ2bXl6LWNDd1J5TUk3NVNmTENRenZ4QVJxYjM0WS1kSGRiRWlYTnhtUXBzd3dyRkpoOXFSRVd4U3V0ZmdydkJ0M3ZIYlFJZGRBVlFSQklPUUs1NUFmT1lQY1BDVEdUTXhfdg?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.997330904006958,negative,0.9858448505401612,Negative,0.7966489195823669,neutral,0.520926833152771,2024-03-06,TSLA,3.31,14.08,7.85,179.990005,181.580002,173.699997,176.539993,176.539993,107920900.0
84,Tesla,Tesla Model 3 Tire Pressure Sensors Messed Up With New Non-Tesla Tires,CleanTechnica,Jan 26,https://news.google.com/read/CBMirAFBVV95cUxNbWJZTDNSV1Y1RExhQmRVLXhGRnNkX3VrVXQzWHlWcGt1SGFSVzU0VFctT1pEWXNEdlI5QTU5ZjNua2Y1Q1dWTi1WRnQ0Z0tENERNQV8zbXhJRmNSRzFOMUFLSUhBWXVTRndlcWhvZ3lHT1h4NGxYa25UWU01Ukdrc3BtZlBpUkZMcXVhbl9fV3dJMnVnN3Vxc2hGOUdLX1JjZXA4dlpwU1dKMDRN0gGyAUFVX3lxTE5vdlZINzFaSGpabjZqQU1KOTJiNFdJQnRpczk3bkJzTTBVY05oTUdWOTQ5OGp2RVJjeEdCbU9vSFRycGV5cGJZMmZNR0JQYURUQ1ZlS20yeERUcVdsaUI5VFNSRHI5TzhrQURSQUpYdnlnTk50dWdGTDkyRlJtZHZBeGtLM3JaSnhDd2tSSGtFZnFDRlZzZnZ5TUYyZ1JHVkJxZTRxWE1BVDMxUlJtSVFTT0E?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9985742568969728,negative,0.9478259086608888,Negative,0.8593236804008484,social,0.3266910910606384,2024-01-26,TSLA,3.31,14.08,7.85,185.5,186.779999,182.100006,183.25,183.25,107343200.0
85,Tesla,What do Tesla owners buy when they return to market?,S&P Global,"Sep 13, 2023",https://news.google.com/read/CBMisAFBVV95cUxOMTFJa1ZsNWlZOVp5c2FaQ2NTUFlTeUMxQnBKMnhRVEVPMXVQY0E4Vm8zcHhsNGx6eGxhbFViMWc4bHQ2WlhmcFoyUXM4azF1Yk4yTDQtbDRwNkdGdjVJOGpoTTAxSmRYRGlxb1pEUEVfVThHMzFtMUptRGVvM0pZc1JOa3RMeGdNblBkM1ZfSm04b1hZSlVwVDdYMXktLWZSS1dUN3VDQm5Hd3BsM3M5Rg?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9949089884757996,neutral,0.9998852014541626,Neutral,0.9834209084510804,social,0.5154983997344971,2023-09-13,TSLA,3.31,14.08,7.85,270.070007,274.980011,268.100006,271.299988,271.299988,111673700.0
87,Tesla,Production at Tesla's plant in Germany is halted after a power outage. Officials suspect arson,The Associated Press,Mar 5,https://news.google.com/read/CBMimgFBVV95cUxPUVRDY0JndUl0YnJpYW1TRzJLbk9kRGdLQXl6cGZhSTdzWktUdzVhX3I5OG5KSm91alpKRjk5VWFoNkNUcm1zUGhwNGVzUklOVWN0S1lYVEVON3VMbFFPZUZVbGxPQnlidHNSQndHQmZ3NTdNTGVreklnRDV1QWprYWtCOXFzdlZJY2MxM0VyQ29oYVBjRVB4Y21B?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9996144771575928,negative,0.6405284404754639,Negative,0.847170352935791,government,0.5801724791526794,2024-03-05,TSLA,3.31,14.08,7.85,183.050003,184.589996,177.570007,180.740005,180.740005,119660800.0
88,Tesla,"1st Generation Tesla Model 3 Still Keeping It Together At 100,000 Miles",CleanTechnica,Mar 11,https://news.google.com/read/CBMirAFBVV95cUxNZ044LTRWcmdDSHRIZlFWVWtKX1Q1MEJZckRkb1lnR0F3VUlVRWFfdlBOdTlKQngtakZxbzIxLWdmMHl1cHM5eG85b19xWl9ubmY5aWpGUWJyNF9fbGVyaWM2a180QTlCX1RSc1dWWHJFUWpydXVvZXhWUjU2dlRrYWVXbzJpcExDaG5yRDBnbnhBeXJKeXNISUE2VVhHbEFTWVlRdTVFV1VIRHBp0gGyAUFVX3lxTE92S2lKdDZZbDJnbmxKZENjdE1HRnZxUDRpeUNId1h3N2V4eFk3czVYazlSVHBtY1h4M1NpekxrT21iOHA3WEhwSVBRcmNoTllTT2EwQ2JGSU4xWkZMTm9iWkdsR3BUUVAyb0cyWmZRaHJZb0kwajdjTE1tdUEzQWFpdFRqMUdYTzhaNHE0UFlDMDB1QWFCMk41emt4MWNpQVNfakQxa0xnRXVNdWctR0tMbHc?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9988566637039183,neutral,0.9998207688331604,Neutral,0.9541547298431396,social,0.3906856179237366,2024-03-11,TSLA,3.31,14.08,7.85,175.449997,182.869995,174.800003,177.770004,177.770004,85391500.0
90,Tesla,Tesla 'full self-driving' in my Model Y: Lessons from the highway,USA TODAY,May 2,https://news.google.com/read/CBMipAFBVV95cUxOUXV5M0tfY3R1V1BwMjNYWEtSSzVtM0VqWW5GTi1OYVNyeGZqWms3YU85dEdQbWlFRERTLTAtX25QelFMdGFQUjBIaTAwWTlvdi1ObXRmX1VRWWM0YXpBczk2S09NN3EyeGFaSDFNZDh0ci1pZ2VMbTdWMGQzamFpeXBmOVNyVWgzMDdvNVI4MER6a1oyeXR3T1hxYWFDSGs5bEFVUA?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.7810749411582947,neutral,0.999824583530426,Neutral,0.9740964770317078,social,0.4206993281841278,2024-05-02,TSLA,3.31,14.08,7.85,182.860001,184.600006,176.020004,180.009995,180.009995,89148000.0
91,Tesla,"Tesla cuts prices in US, China and Germany as competition heats up",CNN,Apr 22,https://news.google.com/read/CBMikgFBVV95cUxPZkplNF9KRnZpRGRFN25LNnZqY0FrSzlCczlVaG1YVU5qVG4teS1VQTRZSWU5RklwSGM0Z2lsLXoyZEFwd0dXcHJoanBOc2xVbzExaWpUTFlER2RjOWhxdzhRWTRVZENYeXE3dENTc3E0X1kzeG94ZENySjFSZnNfT0tlcmlrRmdwUnN5WFp1akp2Z9IBiAFBVV95cUxNRzBUbTJyc3dQRS04X0RzcWo5dWNtR09tLXBIcjd1Tmh0d19Ib0RlZ3hPYnVvaGFZOVMwOGx1OHNqclVQUDdLNHExMWJQQ1g0LW5RUDZiRHRDUDg1czhDemhMN1FjbnoxbzgyeFM5enlCTTFTNm9ldW02RHFVazVoWWRONWQtbG9S?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9979382157325744,negative,0.7078748941421509,Negative,0.6619966626167297,social,0.4450130462646484,2024-04-22,TSLA,3.31,14.08,7.85,140.559998,144.440002,138.800003,142.050003,142.050003,107097600.0
92,Tesla,Arizona woman trapped in Tesla when battery dies,Arizona's Family,Jun 18,https://news.google.com/read/CBMiigFBVV95cUxORzd4azc1OVdWdV9oSlRUYjJiUWtwbXducG1uXy1kWUVEYlpDUEwzVHMtSXBqa2g3ZUg2RzZuUVIzNUg5STNualhwZTlyS1ZnNVdpS1RUcmIxQkFaalUyNnJOb0NBR1FicGFfam5UeGdERDZzZm8wNkRDVWdSVWIxbzBWdXY4NlBjdUHSAZ4BQVVfeXFMUGN4Z0VLdnptV3BEVE5tU3BJVGNpZFM5LXBSbFNvbXlMaHBQNXFYb3pIeWdrRU50YjZ4N193WXhKWVF2Wm9SbzkwbzJCSFBKVFFpYjdWUDRKdXltOThYV2ZtakFOS3NSN2oyUHpqalNwODllOUF3NjdiSGtTQTkxRjB1WU5pOGdXVDl5aUV1Nnp0TEw1ekpyN0JhNGJKc3c?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9949671626091005,neutral,0.9756563901901244,Negative,0.6362930536270142,government,0.3198527693748474,2024-06-18,TSLA,3.31,14.08,7.85,186.559998,187.199997,182.369995,184.860001,184.860001,68982300.0
93,Tesla,Bought a used Tesla Model 3 with high mileage; happy with performance,Business Insider,Mar 7,https://news.google.com/read/CBMiiwFBVV95cUxPbGVKTWR2UTM2dTVlOFpOcHZTYzZDRHNpT1lNSnFYNV9ITGZtYjFHaTVNNGxQVUxheGNSSW5fTEllRUFFbkhvOGlxeWxuQXFPaVJSMHFnUUJRT3Q5WlliUWh1UHAyZkJKSktWcnU4V29zTVlPMVdkWlZpUm1zcW5kakIzcld5cGJlVDNB0gGQAUFVX3lxTE53dGU5OVBaQmZNVUxzNm9mTTJaTldST2t0OUZuMUhDT0hESENPdWNpLUltRTNEblAwYWY0M0Vlc0J6VndKQUFMaUxDVG4zWVpHTXBTRHZvNkN3U2JaZ21mZlh1RzlWeHpkM0pnbzJ1UWhfUUppR0ZUZWxlOTlEZk83RWRUQnJ6SUZIZEJuckZCRg?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9996565580368042,positive,0.9988823533058168,Positive,0.689934253692627,social,0.4560391306877136,2024-03-07,TSLA,3.31,14.08,7.85,174.350006,180.039993,173.699997,178.649994,178.649994,102129000.0
94,Tesla,Elon Musk and the Decline of Tesla,The American Prospect,Jun 17,https://news.google.com/read/CBMic0FVX3lxTE9yT1k0cUdrV0g3NmdGNzMzVFNxd2RrVzQ2eFVqYl9rcDRZaWtObERFZmhoUXZYeVRWTDd6ZXRGeFJFeXlnS0NTR2oyZFg2ZlNjN3M0VHRhdjEzT2wtTHdpOVR5MTZfQUdxTW53VjZCd1BqTVk?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9024779200553894,neutral,0.9996455907821656,Neutral,0.8025406002998352,social,0.5465410351753235,2024-06-17,TSLA,3.31,14.08,7.85,177.919998,188.809998,177.0,187.440002,187.440002,109786100.0
96,Tesla,"Teslas Are Cheaper Now, Thanks to Subsidies Musk Once Hated",The New Republic,"Sep 7, 2023",https://news.google.com/read/CBMijgFBVV95cUxPRjd6R2V3NldoNnoxb2Z6cThLUUJEbl9JdlhSb2ZLSlFHOTlZam10bFRHNFEtazhMWFJIa2V4U0ZydUNud3VJZ3YtUHVOdGpxZ0V4S3c4M0R2M2xYTHRQdXM2Z2dJOWFwWUtzQi1IRk1XOWtRZGpsZHV2THVTSDg4d1daLW95bnhMNG16WGhB?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.5717197060585022,positive,0.9984923601150512,Neutral,0.6271213889122009,social,0.3772661685943603,2023-09-07,TSLA,3.31,14.08,7.85,245.070007,252.809998,243.270004,251.490005,251.490005,115312900.0
97,Tesla,The future of Tesla is in China,The Verge,"Aug 30, 2023",https://news.google.com/read/CBMingFBVV95cUxOYm1la0J3UE1aZ3NNV1lKSS1jMVo4TDZqUk1GVEJ3bWFzS093Tmo4TmZWOExsS2xqc0hBT19JVnluc00teVdrT0l3T0xiMldURWtFNWktY2VCNzJrQ3ZPZ1hZVmFpQzFkVHlMVlcxUkZCMnZNNGx2bE1iVWdMRmVUU1BWUFB5OEQ5cFluckdicE5fOXljeUp3ZlNteWlSUQ?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9897357225418092,neutral,0.9998778104782104,Neutral,0.939098596572876,social,0.3754567503929138,2023-08-30,TSLA,3.31,14.08,7.85,254.199997,260.51001,250.589996,256.899994,256.899994,121988400.0
99,Tesla,"Tesla Model 3 Highland first drive: Refined, and with no stalks!",The Driven,"Dec 1, 2023",https://news.google.com/read/CBMimgFBVV95cUxQR0YzNnFqY0VzYnd4WTR5ZDhiRnJEX1Z2aHVoY1o0bE5jVHFWc0tLUmJsMVQtTlYtWS01SG42VkU0dEZtUmJUaHRhR3gteG11OEIxak41eDZHUV8ySEdzc0RweU9ZRm9paFo4eEcyWkxvdDJXOEc4U1ZUcmNpTkNqb20yblhtS3VCRG1WcG9oR0tfMHpIcjhXNFJn0gGfAUFVX3lxTFBmT2lEZGhadG5FVEotVHZkMFZPMWticlVCbEttcE8yRHVyVHZXUDVudVM2bjZ4cEhmRmxDbHpzMEludEtsemtUd3J3eWUyaW9fd3ZjTU1QRF9sV2N6YWFOS3hJYk1OaDZ4dFJqaHlhaG5OcVVPeWdsTDZyZGRwdTdubVh3R0FYcVM1LU1UVXFlRTIxZlQ0QWtIVnZJSlZsSQ?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9928136467933656,neutral,0.9998692274093628,Neutral,0.9443522095680236,neutral,0.7426120042800903,2023-12-01,TSLA,3.31,14.08,7.85,233.139999,240.190002,231.899994,238.830002,238.830002,121173500.0
101,Tesla,"Tesla Fires Many on Charger Team, Raising Doubts About Expansion",The New York Times,Apr 30,https://news.google.com/read/CBMihwFBVV95cUxQcXAtdDhmYUZWV3JRak5mM0trTjNKa0x1MjJuUWJHbXhZR3lyR2ZMUThHZkF5aXpKMXVMY1pveGZqS0hhdE03ZUtVb0tyYlJYN3dzRzRMcDBreXRmZUJvb0gwdndYY2FSZHg0d3Z1cEhCYjA4Y2xtZWxQZ0dfOXZzOS1lWmhiR1U?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9966204166412354,negative,0.9877184629440308,Negative,0.6995176672935486,social,0.5563130378723145,2024-04-30,TSLA,3.31,14.08,7.85,186.979996,190.949997,182.839996,183.279999,183.279999,127031800.0
102,Tesla,2024 Annual Stockholder Meeting,Tesla,Jun 13,https://news.google.com/read/CBMiV0FVX3lxTFBHLWI0QU51bXFPRF9qWHlqWktpdDA0QzFnY0E5SGdxOVd5UndjYlNsRFlVVWk0aXQzOUNFcUhvR0hmbUxuMk9qNUMzblhLU1BSSllOZnRrYw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9935245513916016,neutral,0.9998654127120972,Neutral,0.9795077443122864,social,0.5354655385017395,2024-06-13,TSLA,3.31,14.08,7.85,188.389999,191.080002,181.229996,182.470001,182.470001,118984100.0
103,Tesla,"Tesla price range, cost of automaker's electric vehicle models",Business Insider,Jul 9,https://news.google.com/read/CBMiZEFVX3lxTFBJSS1Obl91Q3hKMWIwWjhzV2czRW9rMUIzRk5xX2kycnRZck1ac2gtX212T3VlQXUtMkxma2o4VkRIcW50R2NvU1JTdlZoUWxwNm9idjBfX0NYcXBjSzVKS0R3OFDSAWpBVV95cUxPOUsxYmNyV05pTWxSWWQ1TjVRV21UMTlySUZFSXIxTTNnLUNwRndmeWlEQmh3Tlp1a2dERldEUmxSXzBPbG95d2pQbmZHX1A1cVpES1FJMnlhMTFZODRwQ2NIdTBfLTU2cERB?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9130855202674866,neutral,0.9998711347579956,Neutral,0.9870469570159912,social,0.5045841932296753,2024-07-09,TSLA,3.31,14.08,7.85,251.0,265.609985,250.300003,262.329987,262.329987,160210900.0
104,Tesla,US probes Tesla recall of 2 million vehicles over Autopilot,Reuters,Apr 26,https://news.google.com/read/CBMi1AFBVV95cUxNQjl3Vmg2Z3RQYTUxZnF4WUVKdG1aYnY2M1pibnlZNU9EcXJWWWpiSDdhRklrVzktT2FZWW5tYVV6TDJfX0JMeGF2b2xFNm9tbV94ZnRQeDlMNTlmYnk5c3picXFWdlJrcEZDSGhYQzJhWHFGMFd6VG00WHNmYlpLSE5ieUZSWU5mUlFjNlFMaGR2bGpkdkkxS254VFBta0tjOWVUSjNYRHdtRXZ0Rm9CWE9vZlhfb0ZMbW81eUxRaGJSU2dfTlQ4TW55ZTRFMnpYOUY1eQ?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9811497926712036,neutral,0.9934280514717102,Neutral,0.7761718034744263,government,0.5590773224830627,2024-04-26,TSLA,3.31,14.08,7.85,168.850006,172.119995,166.369995,168.289993,168.289993,109815700.0
